ID_Card,P_Name,Surname,Nationality,Draft_year,Name_fr,Position
100000000,Mike,Woodson,"united states",2019,"Sacramento Kings",52
100000000,Mike,Woodson,"united states",2019,"Golden State Warriors",48
100000000,Mike,Woodson,"united states",2019,"Philadelphia 76ers",34
100000000,Mike,Woodson,"united states",2019,"New Orleans Pelicans",13
100000000,Mike,Woodson,"united states",2019,"Utah Jazz",38
100000000,Mike,Woodson,"united states",2019,"San Antonio Spurs",41
100000000,Mike,Woodson,"united states",2019,"Philadelphia 76ers",49
100000000,Mike,Woodson,"united states",2019,"New Orleans Pelicans",39
100000000,Mike,Woodson,"united states",2019,"Detroit Pistons",7
100000000,Mike,Woodson,"united states",2019,"Toronto Raptors",59
100000000,Mike,Woodson,"united states",2019,"Milwaukee Bucks",24
100000000,Mike,Woodson,"united states",2019,"Sacramento Kings",12
100000000,Mike,Woodson,"united states",2019,"Dallas Mavericks",18
100000000,Mike,Woodson,"united states",2019,"Toronto Raptors",29
100000000,Mike,Woodson,"united states",2019,"Portland Trail Blazers",46
100000000,Mike,Woodson,"united states",2019,"Minnesota Timberwolves",1
100000000,Mike,Woodson,"united states",2019,"Philadelphia 76ers",36
100000000,Mike,Woodson,"united states",2019,"Boston Celtics",30
100000000,Mike,Woodson,"united states",2019,"Utah Jazz",27
100000000,Mike,Woodson,"united states",2019,"Washington Wizards",9
100000000,Mike,Woodson,"united states",2019,"Orlando Magic",15
100000000,Mike,Woodson,"united states",2019,"Miami Heat",20
100000001,Doc,Rivers,"united states",2019,"Chicago Bulls",44
100000001,Doc,Rivers,"united states",2019,"Washington Wizards",37
100000001,Doc,Rivers,"united states",2019,"New York Knicks",23
100000001,Doc,Rivers,"united states",2019,"Memphis Grizzlies",40
100000001,Doc,Rivers,"united states",2019,"Golden State Warriors",2
100000001,Doc,Rivers,"united states",2019,"Oklahoma City Thunder",53
100000001,Doc,Rivers,"united states",2019,"Chicago Bulls",4
100000001,Doc,Rivers,"united states",2019,"San Antonio Spurs",11
100000001,Doc,Rivers,"united states",2019,"New York Knicks",8
100000001,Doc,Rivers,"united states",2019,"Sacramento Kings",35
100000001,Doc,Rivers,"united states",2019,"Dallas Mavericks",31
100000001,Doc,Rivers,"united states",2019,"Portland Trail Blazers",16
100000001,Doc,Rivers,"united states",2019,"Indiana Pacers",54
100000001,Doc,Rivers,"united states",2019,"New Orleans Pelicans",42
100000001,Doc,Rivers,"united states",2019,"Philadelphia 76ers",58
100000001,Doc,Rivers,"united states",2019,"Sacramento Kings",43
100000001,Doc,Rivers,"united states",2019,"Oklahoma City Thunder",25
100000001,Doc,Rivers,"united states",2019,"Boston Celtics",26
100000001,Doc,Rivers,"united states",2019,"Minnesota Timberwolves",17
100000001,Doc,Rivers,"united states",2019,"Los Angeles Clippers",57
100000001,Doc,Rivers,"united states",2019,"Minnesota Timberwolves",33
100000001,Doc,Rivers,"united states",2019,"Cleveland Cavaliers",5
100000001,Doc,Rivers,"united states",2019,"Atlanta Hawks",6
100000001,Doc,Rivers,"united states",2019,"Milwaukee Bucks",45
100000001,Doc,Rivers,"united states",2019,"Denver Nuggets",22
100000001,Doc,Rivers,"united states",2019,"Boston Celtics",14
100000001,Doc,Rivers,"united states",2019,"New Orleans Pelicans",60
100000001,Doc,Rivers,"united states",2019,"Los Angeles Lakers",28
100000001,Doc,Rivers,"united states",2019,"Atlanta Hawks",50
100000001,Doc,Rivers,"united states",2019,"Philadelphia 76ers",21
100000001,Doc,Rivers,"united states",2019,"Sacramento Kings",52
100000001,Doc,Rivers,"united states",2019,"Golden State Warriors",48
100000001,Doc,Rivers,"united states",2019,"Philadelphia 76ers",34
100000001,Doc,Rivers,"united states",2019,"New Orleans Pelicans",13
100000001,Doc,Rivers,"united states",2019,"Utah Jazz",38
100000001,Doc,Rivers,"united states",2019,"San Antonio Spurs",41
100000001,Doc,Rivers,"united states",2019,"Philadelphia 76ers",49
100000001,Doc,Rivers,"united states",2019,"New Orleans Pelicans",39
100000001,Doc,Rivers,"united states",2019,"Detroit Pistons",7
100000001,Doc,Rivers,"united states",2019,"Toronto Raptors",59
100000001,Doc,Rivers,"united states",2019,"Milwaukee Bucks",24
100000001,Doc,Rivers,"united states",2019,"Sacramento Kings",12
100000001,Doc,Rivers,"united states",2019,"Dallas Mavericks",18
100000001,Doc,Rivers,"united states",2019,"Toronto Raptors",29
100000001,Doc,Rivers,"united states",2019,"Portland Trail Blazers",46
100000001,Doc,Rivers,"united states",2019,"Minnesota Timberwolves",1
100000001,Doc,Rivers,"united states",2019,"Philadelphia 76ers",36
100000001,Doc,Rivers,"united states",2019,"Boston Celtics",30
100000001,Doc,Rivers,"united states",2019,"Utah Jazz",27
100000001,Doc,Rivers,"united states",2019,"Washington Wizards",9
100000001,Doc,Rivers,"united states",2019,"Orlando Magic",15
100000001,Doc,Rivers,"united states",2019,"Miami Heat",20
100000002,Bernie,Bickerstaff,"united states",2019,"Chicago Bulls",44
100000002,Bernie,Bickerstaff,"united states",2019,"Washington Wizards",37
100000002,Bernie,Bickerstaff,"united states",2019,"New York Knicks",23
100000002,Bernie,Bickerstaff,"united states",2019,"Memphis Grizzlies",40
100000002,Bernie,Bickerstaff,"united states",2019,"Golden State Warriors",2
100000002,Bernie,Bickerstaff,"united states",2019,"Oklahoma City Thunder",53
100000002,Bernie,Bickerstaff,"united states",2019,"Chicago Bulls",4
100000002,Bernie,Bickerstaff,"united states",2019,"San Antonio Spurs",11
100000002,Bernie,Bickerstaff,"united states",2019,"New York Knicks",8
100000002,Bernie,Bickerstaff,"united states",2019,"Sacramento Kings",35
100000002,Bernie,Bickerstaff,"united states",2019,"Dallas Mavericks",31
100000002,Bernie,Bickerstaff,"united states",2019,"Portland Trail Blazers",16
100000002,Bernie,Bickerstaff,"united states",2019,"Indiana Pacers",54
100000002,Bernie,Bickerstaff,"united states",2019,"New Orleans Pelicans",42
100000002,Bernie,Bickerstaff,"united states",2019,"Philadelphia 76ers",58
100000002,Bernie,Bickerstaff,"united states",2019,"Sacramento Kings",43
100000002,Bernie,Bickerstaff,"united states",2019,"Oklahoma City Thunder",25
100000002,Bernie,Bickerstaff,"united states",2019,"Boston Celtics",26
100000002,Bernie,Bickerstaff,"united states",2019,"Minnesota Timberwolves",17
100000002,Bernie,Bickerstaff,"united states",2019,"Los Angeles Clippers",57
100000002,Bernie,Bickerstaff,"united states",2019,"Minnesota Timberwolves",33
100000002,Bernie,Bickerstaff,"united states",2019,"Cleveland Cavaliers",5
100000002,Bernie,Bickerstaff,"united states",2019,"Atlanta Hawks",6
100000002,Bernie,Bickerstaff,"united states",2019,"Milwaukee Bucks",45
100000002,Bernie,Bickerstaff,"united states",2019,"Denver Nuggets",22
100000002,Bernie,Bickerstaff,"united states",2019,"Boston Celtics",14
100000002,Bernie,Bickerstaff,"united states",2019,"New Orleans Pelicans",60
100000002,Bernie,Bickerstaff,"united states",2019,"Los Angeles Lakers",28
100000002,Bernie,Bickerstaff,"united states",2019,"Atlanta Hawks",50
100000002,Bernie,Bickerstaff,"united states",2019,"Philadelphia 76ers",21
100000002,Bernie,Bickerstaff,"united states",2019,"Sacramento Kings",52
100000002,Bernie,Bickerstaff,"united states",2019,"Golden State Warriors",48
100000002,Bernie,Bickerstaff,"united states",2019,"Philadelphia 76ers",34
100000002,Bernie,Bickerstaff,"united states",2019,"New Orleans Pelicans",13
100000002,Bernie,Bickerstaff,"united states",2019,"Utah Jazz",38
100000002,Bernie,Bickerstaff,"united states",2019,"San Antonio Spurs",41
100000002,Bernie,Bickerstaff,"united states",2019,"Philadelphia 76ers",49
100000002,Bernie,Bickerstaff,"united states",2019,"New Orleans Pelicans",39
100000002,Bernie,Bickerstaff,"united states",2019,"Detroit Pistons",7
100000002,Bernie,Bickerstaff,"united states",2019,"Toronto Raptors",59
100000002,Bernie,Bickerstaff,"united states",2019,"Milwaukee Bucks",24
100000002,Bernie,Bickerstaff,"united states",2019,"Sacramento Kings",12
100000002,Bernie,Bickerstaff,"united states",2019,"Dallas Mavericks",18
100000002,Bernie,Bickerstaff,"united states",2019,"Toronto Raptors",29
100000002,Bernie,Bickerstaff,"united states",2019,"Portland Trail Blazers",46
100000002,Bernie,Bickerstaff,"united states",2019,"Minnesota Timberwolves",1
100000002,Bernie,Bickerstaff,"united states",2019,"Philadelphia 76ers",36
100000002,Bernie,Bickerstaff,"united states",2019,"Boston Celtics",30
100000002,Bernie,Bickerstaff,"united states",2019,"Utah Jazz",27
100000002,Bernie,Bickerstaff,"united states",2019,"Washington Wizards",9
100000002,Bernie,Bickerstaff,"united states",2019,"Orlando Magic",15
100000002,Bernie,Bickerstaff,"united states",2019,"Miami Heat",20
100000003,Scott,Skiles,"united states",2019,"Chicago Bulls",44
100000003,Scott,Skiles,"united states",2019,"Washington Wizards",37
100000003,Scott,Skiles,"united states",2019,"New York Knicks",23
100000003,Scott,Skiles,"united states",2019,"Memphis Grizzlies",40
100000003,Scott,Skiles,"united states",2019,"Golden State Warriors",2
100000003,Scott,Skiles,"united states",2019,"Oklahoma City Thunder",53
100000003,Scott,Skiles,"united states",2019,"Chicago Bulls",4
100000003,Scott,Skiles,"united states",2019,"San Antonio Spurs",11
100000003,Scott,Skiles,"united states",2019,"New York Knicks",8
100000003,Scott,Skiles,"united states",2019,"Sacramento Kings",35
100000003,Scott,Skiles,"united states",2019,"Dallas Mavericks",31
100000003,Scott,Skiles,"united states",2019,"Portland Trail Blazers",16
100000003,Scott,Skiles,"united states",2019,"Indiana Pacers",54
100000003,Scott,Skiles,"united states",2019,"New Orleans Pelicans",42
100000003,Scott,Skiles,"united states",2019,"Philadelphia 76ers",58
100000003,Scott,Skiles,"united states",2019,"Sacramento Kings",43
100000003,Scott,Skiles,"united states",2019,"Oklahoma City Thunder",25
100000003,Scott,Skiles,"united states",2019,"Boston Celtics",26
100000003,Scott,Skiles,"united states",2019,"Minnesota Timberwolves",17
100000003,Scott,Skiles,"united states",2019,"Los Angeles Clippers",57
100000003,Scott,Skiles,"united states",2019,"Minnesota Timberwolves",33
100000003,Scott,Skiles,"united states",2019,"Cleveland Cavaliers",5
100000003,Scott,Skiles,"united states",2019,"Atlanta Hawks",6
100000003,Scott,Skiles,"united states",2019,"Milwaukee Bucks",45
100000003,Scott,Skiles,"united states",2019,"Denver Nuggets",22
100000003,Scott,Skiles,"united states",2019,"Boston Celtics",14
100000003,Scott,Skiles,"united states",2019,"New Orleans Pelicans",60
100000003,Scott,Skiles,"united states",2019,"Los Angeles Lakers",28
100000003,Scott,Skiles,"united states",2019,"Atlanta Hawks",50
100000003,Scott,Skiles,"united states",2019,"Philadelphia 76ers",21
100000003,Scott,Skiles,"united states",2019,"Sacramento Kings",52
100000003,Scott,Skiles,"united states",2019,"Golden State Warriors",48
100000003,Scott,Skiles,"united states",2019,"Philadelphia 76ers",34
100000003,Scott,Skiles,"united states",2019,"New Orleans Pelicans",13
100000003,Scott,Skiles,"united states",2019,"Utah Jazz",38
100000003,Scott,Skiles,"united states",2019,"San Antonio Spurs",41
100000003,Scott,Skiles,"united states",2019,"Philadelphia 76ers",49
100000003,Scott,Skiles,"united states",2019,"New Orleans Pelicans",39
100000003,Scott,Skiles,"united states",2019,"Detroit Pistons",7
100000003,Scott,Skiles,"united states",2019,"Toronto Raptors",59
100000003,Scott,Skiles,"united states",2019,"Milwaukee Bucks",24
100000003,Scott,Skiles,"united states",2019,"Sacramento Kings",12
100000003,Scott,Skiles,"united states",2019,"Dallas Mavericks",18
100000003,Scott,Skiles,"united states",2019,"Toronto Raptors",29
100000003,Scott,Skiles,"united states",2019,"Portland Trail Blazers",46
100000003,Scott,Skiles,"united states",2019,"Minnesota Timberwolves",1
100000003,Scott,Skiles,"united states",2019,"Philadelphia 76ers",36
100000003,Scott,Skiles,"united states",2019,"Boston Celtics",30
100000003,Scott,Skiles,"united states",2019,"Utah Jazz",27
100000003,Scott,Skiles,"united states",2019,"Washington Wizards",9
100000003,Scott,Skiles,"united states",2019,"Orlando Magic",15
100000003,Scott,Skiles,"united states",2019,"Miami Heat",20
100000004,Mike,Brown,"united states",2019,"Chicago Bulls",44
100000004,Mike,Brown,"united states",2019,"Washington Wizards",37
100000004,Mike,Brown,"united states",2019,"New York Knicks",23
100000004,Mike,Brown,"united states",2019,"Memphis Grizzlies",40
100000004,Mike,Brown,"united states",2019,"Golden State Warriors",2
100000004,Mike,Brown,"united states",2019,"Oklahoma City Thunder",53
100000004,Mike,Brown,"united states",2019,"Chicago Bulls",4
100000004,Mike,Brown,"united states",2019,"San Antonio Spurs",11
100000004,Mike,Brown,"united states",2019,"New York Knicks",8
100000004,Mike,Brown,"united states",2019,"Sacramento Kings",35
100000004,Mike,Brown,"united states",2019,"Dallas Mavericks",31
100000004,Mike,Brown,"united states",2019,"Portland Trail Blazers",16
100000004,Mike,Brown,"united states",2019,"Indiana Pacers",54
100000004,Mike,Brown,"united states",2019,"New Orleans Pelicans",42
100000004,Mike,Brown,"united states",2019,"Philadelphia 76ers",58
100000004,Mike,Brown,"united states",2019,"Sacramento Kings",43
100000004,Mike,Brown,"united states",2019,"Oklahoma City Thunder",25
100000004,Mike,Brown,"united states",2019,"Boston Celtics",26
100000004,Mike,Brown,"united states",2019,"Minnesota Timberwolves",17
100000004,Mike,Brown,"united states",2019,"Los Angeles Clippers",57
100000004,Mike,Brown,"united states",2019,"Minnesota Timberwolves",33
100000004,Mike,Brown,"united states",2019,"Cleveland Cavaliers",5
100000004,Mike,Brown,"united states",2019,"Atlanta Hawks",6
100000004,Mike,Brown,"united states",2019,"Milwaukee Bucks",45
100000004,Mike,Brown,"united states",2019,"Denver Nuggets",22
100000004,Mike,Brown,"united states",2019,"Boston Celtics",14
100000004,Mike,Brown,"united states",2019,"New Orleans Pelicans",60
100000004,Mike,Brown,"united states",2019,"Los Angeles Lakers",28
100000004,Mike,Brown,"united states",2019,"Atlanta Hawks",50
100000004,Mike,Brown,"united states",2019,"Philadelphia 76ers",21
100000004,Mike,Brown,"united states",2019,"Sacramento Kings",52
100000004,Mike,Brown,"united states",2019,"Golden State Warriors",48
100000004,Mike,Brown,"united states",2019,"Philadelphia 76ers",34
100000004,Mike,Brown,"united states",2019,"New Orleans Pelicans",13
100000004,Mike,Brown,"united states",2019,"Utah Jazz",38
100000004,Mike,Brown,"united states",2019,"San Antonio Spurs",41
100000004,Mike,Brown,"united states",2019,"Philadelphia 76ers",49
100000004,Mike,Brown,"united states",2019,"New Orleans Pelicans",39
100000004,Mike,Brown,"united states",2019,"Detroit Pistons",7
100000004,Mike,Brown,"united states",2019,"Toronto Raptors",59
100000004,Mike,Brown,"united states",2019,"Milwaukee Bucks",24
100000004,Mike,Brown,"united states",2019,"Sacramento Kings",12
100000004,Mike,Brown,"united states",2019,"Dallas Mavericks",18
100000004,Mike,Brown,"united states",2019,"Toronto Raptors",29
100000004,Mike,Brown,"united states",2019,"Portland Trail Blazers",46
100000004,Mike,Brown,"united states",2019,"Minnesota Timberwolves",1
100000004,Mike,Brown,"united states",2019,"Philadelphia 76ers",36
100000004,Mike,Brown,"united states",2019,"Boston Celtics",30
100000004,Mike,Brown,"united states",2019,"Utah Jazz",27
100000004,Mike,Brown,"united states",2019,"Washington Wizards",9
100000004,Mike,Brown,"united states",2019,"Orlando Magic",15
100000004,Mike,Brown,"united states",2019,"Miami Heat",20
100000005,Avery,Johnson,"united states",2019,"Chicago Bulls",44
100000005,Avery,Johnson,"united states",2019,"Washington Wizards",37
100000005,Avery,Johnson,"united states",2019,"New York Knicks",23
100000005,Avery,Johnson,"united states",2019,"Memphis Grizzlies",40
100000005,Avery,Johnson,"united states",2019,"Golden State Warriors",2
100000005,Avery,Johnson,"united states",2019,"Oklahoma City Thunder",53
100000005,Avery,Johnson,"united states",2019,"Chicago Bulls",4
100000005,Avery,Johnson,"united states",2019,"San Antonio Spurs",11
100000005,Avery,Johnson,"united states",2019,"New York Knicks",8
100000005,Avery,Johnson,"united states",2019,"Sacramento Kings",35
100000005,Avery,Johnson,"united states",2019,"Dallas Mavericks",31
100000005,Avery,Johnson,"united states",2019,"Portland Trail Blazers",16
100000005,Avery,Johnson,"united states",2019,"Indiana Pacers",54
100000005,Avery,Johnson,"united states",2019,"New Orleans Pelicans",42
100000005,Avery,Johnson,"united states",2019,"Philadelphia 76ers",58
100000005,Avery,Johnson,"united states",2019,"Sacramento Kings",43
100000005,Avery,Johnson,"united states",2019,"Oklahoma City Thunder",25
100000005,Avery,Johnson,"united states",2019,"Boston Celtics",26
100000005,Avery,Johnson,"united states",2019,"Minnesota Timberwolves",17
100000005,Avery,Johnson,"united states",2019,"Los Angeles Clippers",57
100000005,Avery,Johnson,"united states",2019,"Minnesota Timberwolves",33
100000005,Avery,Johnson,"united states",2019,"Cleveland Cavaliers",5
100000005,Avery,Johnson,"united states",2019,"Atlanta Hawks",6
100000005,Avery,Johnson,"united states",2019,"Milwaukee Bucks",45
100000005,Avery,Johnson,"united states",2019,"Denver Nuggets",22
100000005,Avery,Johnson,"united states",2019,"Boston Celtics",14
100000005,Avery,Johnson,"united states",2019,"New Orleans Pelicans",60
100000005,Avery,Johnson,"united states",2019,"Los Angeles Lakers",28
100000005,Avery,Johnson,"united states",2019,"Atlanta Hawks",50
100000005,Avery,Johnson,"united states",2019,"Philadelphia 76ers",21
100000005,Avery,Johnson,"united states",2019,"Sacramento Kings",52
100000005,Avery,Johnson,"united states",2019,"Golden State Warriors",48
100000005,Avery,Johnson,"united states",2019,"Philadelphia 76ers",34
100000005,Avery,Johnson,"united states",2019,"New Orleans Pelicans",13
100000005,Avery,Johnson,"united states",2019,"Utah Jazz",38
100000005,Avery,Johnson,"united states",2019,"San Antonio Spurs",41
100000005,Avery,Johnson,"united states",2019,"Philadelphia 76ers",49
100000005,Avery,Johnson,"united states",2019,"New Orleans Pelicans",39
100000005,Avery,Johnson,"united states",2019,"Detroit Pistons",7
100000005,Avery,Johnson,"united states",2019,"Toronto Raptors",59
100000005,Avery,Johnson,"united states",2019,"Milwaukee Bucks",24
100000005,Avery,Johnson,"united states",2019,"Sacramento Kings",12
100000005,Avery,Johnson,"united states",2019,"Dallas Mavericks",18
100000005,Avery,Johnson,"united states",2019,"Toronto Raptors",29
100000005,Avery,Johnson,"united states",2019,"Portland Trail Blazers",46
100000005,Avery,Johnson,"united states",2019,"Minnesota Timberwolves",1
100000005,Avery,Johnson,"united states",2019,"Philadelphia 76ers",36
100000005,Avery,Johnson,"united states",2019,"Boston Celtics",30
100000005,Avery,Johnson,"united states",2019,"Utah Jazz",27
100000005,Avery,Johnson,"united states",2019,"Washington Wizards",9
100000005,Avery,Johnson,"united states",2019,"Orlando Magic",15
100000005,Avery,Johnson,"united states",2019,"Miami Heat",20
100000006,George,Karl,"united states",2019,"Chicago Bulls",44
100000006,George,Karl,"united states",2019,"Washington Wizards",37
100000006,George,Karl,"united states",2019,"New York Knicks",23
100000006,George,Karl,"united states",2019,"Memphis Grizzlies",40
100000006,George,Karl,"united states",2019,"Golden State Warriors",2
100000006,George,Karl,"united states",2019,"Oklahoma City Thunder",53
100000006,George,Karl,"united states",2019,"Chicago Bulls",4
100000006,George,Karl,"united states",2019,"San Antonio Spurs",11
100000006,George,Karl,"united states",2019,"New York Knicks",8
100000006,George,Karl,"united states",2019,"Sacramento Kings",35
100000006,George,Karl,"united states",2019,"Dallas Mavericks",31
100000006,George,Karl,"united states",2019,"Portland Trail Blazers",16
100000006,George,Karl,"united states",2019,"Indiana Pacers",54
100000006,George,Karl,"united states",2019,"New Orleans Pelicans",42
100000006,George,Karl,"united states",2019,"Philadelphia 76ers",58
100000006,George,Karl,"united states",2019,"Sacramento Kings",43
100000006,George,Karl,"united states",2019,"Oklahoma City Thunder",25
100000006,George,Karl,"united states",2019,"Boston Celtics",26
100000006,George,Karl,"united states",2019,"Minnesota Timberwolves",17
100000006,George,Karl,"united states",2019,"Los Angeles Clippers",57
100000006,George,Karl,"united states",2019,"Minnesota Timberwolves",33
100000006,George,Karl,"united states",2019,"Cleveland Cavaliers",5
100000006,George,Karl,"united states",2019,"Atlanta Hawks",6
100000006,George,Karl,"united states",2019,"Milwaukee Bucks",45
100000006,George,Karl,"united states",2019,"Denver Nuggets",22
100000006,George,Karl,"united states",2019,"Boston Celtics",14
100000006,George,Karl,"united states",2019,"New Orleans Pelicans",60
100000006,George,Karl,"united states",2019,"Los Angeles Lakers",28
100000006,George,Karl,"united states",2019,"Atlanta Hawks",50
100000006,George,Karl,"united states",2019,"Philadelphia 76ers",21
100000006,George,Karl,"united states",2019,"Sacramento Kings",52
100000006,George,Karl,"united states",2019,"Golden State Warriors",48
100000006,George,Karl,"united states",2019,"Philadelphia 76ers",34
100000006,George,Karl,"united states",2019,"New Orleans Pelicans",13
100000006,George,Karl,"united states",2019,"Utah Jazz",38
100000006,George,Karl,"united states",2019,"San Antonio Spurs",41
100000006,George,Karl,"united states",2019,"Philadelphia 76ers",49
100000006,George,Karl,"united states",2019,"New Orleans Pelicans",39
100000006,George,Karl,"united states",2019,"Detroit Pistons",7
100000006,George,Karl,"united states",2019,"Toronto Raptors",59
100000006,George,Karl,"united states",2019,"Milwaukee Bucks",24
100000006,George,Karl,"united states",2019,"Sacramento Kings",12
100000006,George,Karl,"united states",2019,"Dallas Mavericks",18
100000006,George,Karl,"united states",2019,"Toronto Raptors",29
100000006,George,Karl,"united states",2019,"Portland Trail Blazers",46
100000006,George,Karl,"united states",2019,"Minnesota Timberwolves",1
100000006,George,Karl,"united states",2019,"Philadelphia 76ers",36
100000006,George,Karl,"united states",2019,"Boston Celtics",30
100000006,George,Karl,"united states",2019,"Utah Jazz",27
100000006,George,Karl,"united states",2019,"Washington Wizards",9
100000006,George,Karl,"united states",2019,"Orlando Magic",15
100000006,George,Karl,"united states",2019,"Miami Heat",20
100000007,Flip,Saunders,"united states",2019,"Chicago Bulls",44
100000007,Flip,Saunders,"united states",2019,"Washington Wizards",37
100000007,Flip,Saunders,"united states",2019,"New York Knicks",23
100000007,Flip,Saunders,"united states",2019,"Memphis Grizzlies",40
100000007,Flip,Saunders,"united states",2019,"Golden State Warriors",2
100000007,Flip,Saunders,"united states",2019,"Oklahoma City Thunder",53
100000007,Flip,Saunders,"united states",2019,"Chicago Bulls",4
100000007,Flip,Saunders,"united states",2019,"San Antonio Spurs",11
100000007,Flip,Saunders,"united states",2019,"New York Knicks",8
100000007,Flip,Saunders,"united states",2019,"Sacramento Kings",35
100000007,Flip,Saunders,"united states",2019,"Dallas Mavericks",31
100000007,Flip,Saunders,"united states",2019,"Portland Trail Blazers",16
100000007,Flip,Saunders,"united states",2019,"Indiana Pacers",54
100000007,Flip,Saunders,"united states",2019,"New Orleans Pelicans",42
100000007,Flip,Saunders,"united states",2019,"Philadelphia 76ers",58
100000007,Flip,Saunders,"united states",2019,"Sacramento Kings",43
100000007,Flip,Saunders,"united states",2019,"Oklahoma City Thunder",25
100000007,Flip,Saunders,"united states",2019,"Boston Celtics",26
100000007,Flip,Saunders,"united states",2019,"Minnesota Timberwolves",17
100000007,Flip,Saunders,"united states",2019,"Los Angeles Clippers",57
100000007,Flip,Saunders,"united states",2019,"Minnesota Timberwolves",33
100000007,Flip,Saunders,"united states",2019,"Cleveland Cavaliers",5
100000007,Flip,Saunders,"united states",2019,"Atlanta Hawks",6
100000007,Flip,Saunders,"united states",2019,"Milwaukee Bucks",45
100000007,Flip,Saunders,"united states",2019,"Denver Nuggets",22
100000007,Flip,Saunders,"united states",2019,"Boston Celtics",14
100000007,Flip,Saunders,"united states",2019,"New Orleans Pelicans",60
100000007,Flip,Saunders,"united states",2019,"Los Angeles Lakers",28
100000007,Flip,Saunders,"united states",2019,"Atlanta Hawks",50
100000007,Flip,Saunders,"united states",2019,"Philadelphia 76ers",21
100000007,Flip,Saunders,"united states",2019,"Sacramento Kings",52
100000007,Flip,Saunders,"united states",2019,"Golden State Warriors",48
100000007,Flip,Saunders,"united states",2019,"Philadelphia 76ers",34
100000007,Flip,Saunders,"united states",2019,"New Orleans Pelicans",13
100000007,Flip,Saunders,"united states",2019,"Utah Jazz",38
100000007,Flip,Saunders,"united states",2019,"San Antonio Spurs",41
100000007,Flip,Saunders,"united states",2019,"Philadelphia 76ers",49
100000007,Flip,Saunders,"united states",2019,"New Orleans Pelicans",39
100000007,Flip,Saunders,"united states",2019,"Detroit Pistons",7
100000007,Flip,Saunders,"united states",2019,"Toronto Raptors",59
100000007,Flip,Saunders,"united states",2019,"Milwaukee Bucks",24
100000007,Flip,Saunders,"united states",2019,"Sacramento Kings",12
100000007,Flip,Saunders,"united states",2019,"Dallas Mavericks",18
100000007,Flip,Saunders,"united states",2019,"Toronto Raptors",29
100000007,Flip,Saunders,"united states",2019,"Portland Trail Blazers",46
100000007,Flip,Saunders,"united states",2019,"Minnesota Timberwolves",1
100000007,Flip,Saunders,"united states",2019,"Philadelphia 76ers",36
100000007,Flip,Saunders,"united states",2019,"Boston Celtics",30
100000007,Flip,Saunders,"united states",2019,"Utah Jazz",27
100000007,Flip,Saunders,"united states",2019,"Washington Wizards",9
100000007,Flip,Saunders,"united states",2019,"Orlando Magic",15
100000007,Flip,Saunders,"united states",2019,"Miami Heat",20
100000008,Mike,Montgomery,"united states",2019,"Chicago Bulls",44
100000008,Mike,Montgomery,"united states",2019,"Washington Wizards",37
100000008,Mike,Montgomery,"united states",2019,"New York Knicks",23
100000008,Mike,Montgomery,"united states",2019,"Memphis Grizzlies",40
100000008,Mike,Montgomery,"united states",2019,"Golden State Warriors",2
100000008,Mike,Montgomery,"united states",2019,"Oklahoma City Thunder",53
100000008,Mike,Montgomery,"united states",2019,"Chicago Bulls",4
100000008,Mike,Montgomery,"united states",2019,"San Antonio Spurs",11
